text_description,genre
"Create a romantic hip-hop beat with strong sampler elements and a medium flow, meant for a party.",Hip-Hop
"Create a dark hip-hop beat with strong sampler elements and a fast flow, meant for meditation.",Hip-Hop
"Create a energetic hip-hop beat with strong sampler elements and a slow flow, meant for a party.",Hip-Hop
"Create a romantic hip-hop beat with strong sampler elements and a fast flow, meant for study.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a romantic hip-hop beat with strong 808 bass elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a dark hip-hop beat with strong sampler elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a fast flow, meant for a party.",Hip-Hop
"Create a uplifting hip-hop beat with strong sampler elements and a fast flow, meant for study.",Hip-Hop
"Create a emotional hip-hop beat with strong sampler elements and a medium flow, meant for a party.",Hip-Hop
"Create a emotional hip-hop beat with strong 808 bass elements and a fast flow, meant for meditation.",Hip-Hop
"Create a uplifting hip-hop beat with strong drum kit elements and a slow flow, meant for a party.",Hip-Hop
"Create a calm hip-hop beat with strong sampler elements and a medium flow, meant for a party.",Hip-Hop
"Create a romantic hip-hop beat with strong sampler elements and a fast flow, meant for a rainy evening.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a fast flow, meant for workout.",Hip-Hop
"Create a romantic hip-hop beat with strong drum kit elements and a slow flow, meant for a party.",Hip-Hop
"Create a uplifting hip-hop beat with strong sampler elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a dark hip-hop beat with strong sampler elements and a medium flow, meant for meditation.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a slow flow, meant for workout.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a medium flow, meant for a rainy evening.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a energetic hip-hop beat with strong drum kit elements and a medium flow, meant for workout.",Hip-Hop
"Create a emotional hip-hop beat with strong 808 bass elements and a fast flow, meant for a party.",Hip-Hop
"Create a calm hip-hop beat with strong 808 bass elements and a slow flow, meant for relaxation.",Hip-Hop
"Create a romantic hip-hop beat with strong drum kit elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a uplifting hip-hop beat with strong drum kit elements and a slow flow, meant for meditation.",Hip-Hop
"Create a calm hip-hop beat with strong 808 bass elements and a fast flow, meant for study.",Hip-Hop
"Create a energetic hip-hop beat with strong sampler elements and a fast flow, meant for workout.",Hip-Hop
"Create a uplifting hip-hop beat with strong 808 bass elements and a slow flow, meant for study.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a medium flow, meant for workout.",Hip-Hop
"Create a dark hip-hop beat with strong sampler elements and a fast flow, meant for study.",Hip-Hop
"Create a romantic hip-hop beat with strong 808 bass elements and a slow flow, meant for workout.",Hip-Hop
"Create a emotional hip-hop beat with strong sampler elements and a slow flow, meant for meditation.",Hip-Hop
"Create a romantic hip-hop beat with strong sampler elements and a medium flow, meant for meditation.",Hip-Hop
"Create a uplifting hip-hop beat with strong drum kit elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a energetic hip-hop beat with strong sampler elements and a medium flow, meant for workout.",Hip-Hop
"Create a uplifting hip-hop beat with strong 808 bass elements and a slow flow, meant for relaxation.",Hip-Hop
"Create a calm hip-hop beat with strong drum kit elements and a medium flow, meant for relaxation.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a medium flow, meant for relaxation.",Hip-Hop
"Create a uplifting hip-hop beat with strong drum kit elements and a slow flow, meant for workout.",Hip-Hop
"Create a emotional hip-hop beat with strong drum kit elements and a medium flow, meant for a rainy evening.",Hip-Hop
"Create a emotional hip-hop beat with strong 808 bass elements and a medium flow, meant for meditation.",Hip-Hop
"Create a energetic hip-hop beat with strong drum kit elements and a fast flow, meant for a party.",Hip-Hop
"Create a uplifting hip-hop beat with strong sampler elements and a medium flow, meant for meditation.",Hip-Hop
"Create a uplifting hip-hop beat with strong drum kit elements and a medium flow, meant for a party.",Hip-Hop
"Create a energetic hip-hop beat with strong drum kit elements and a slow flow, meant for study.",Hip-Hop
"Create a emotional hip-hop beat with strong drum kit elements and a slow flow, meant for workout.",Hip-Hop
"Create a emotional hip-hop beat with strong sampler elements and a slow flow, meant for a party.",Hip-Hop
"Create a emotional hip-hop beat with strong 808 bass elements and a medium flow, meant for a rainy evening.",Hip-Hop
"Create a emotional hip-hop beat with strong drum kit elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a calm hip-hop beat with strong 808 bass elements and a slow flow, meant for meditation.",Hip-Hop
"Create a calm hip-hop beat with strong drum kit elements and a medium flow, meant for relaxation.",Hip-Hop
"Create a emotional hip-hop beat with strong drum kit elements and a medium flow, meant for a party.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a fast flow, meant for a party.",Hip-Hop
"Create a emotional hip-hop beat with strong sampler elements and a fast flow, meant for a party.",Hip-Hop
"Create a energetic hip-hop beat with strong drum kit elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a calm hip-hop beat with strong 808 bass elements and a slow flow, meant for workout.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a slow flow, meant for workout.",Hip-Hop
"Create a romantic hip-hop beat with strong 808 bass elements and a medium flow, meant for meditation.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a slow flow, meant for study.",Hip-Hop
"Create a emotional hip-hop beat with strong drum kit elements and a fast flow, meant for workout.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a fast flow, meant for a rainy evening.",Hip-Hop
"Create a dark hip-hop beat with strong sampler elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a slow flow, meant for study.",Hip-Hop
"Create a romantic hip-hop beat with strong sampler elements and a medium flow, meant for study.",Hip-Hop
"Create a calm hip-hop beat with strong drum kit elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a uplifting hip-hop beat with strong sampler elements and a medium flow, meant for a rainy evening.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a fast flow, meant for meditation.",Hip-Hop
"Create a energetic hip-hop beat with strong sampler elements and a slow flow, meant for a party.",Hip-Hop
"Create a dark hip-hop beat with strong drum kit elements and a slow flow, meant for workout.",Hip-Hop
"Create a energetic hip-hop beat with strong sampler elements and a fast flow, meant for meditation.",Hip-Hop
"Create a calm hip-hop beat with strong sampler elements and a slow flow, meant for meditation.",Hip-Hop
"Create a emotional hip-hop beat with strong drum kit elements and a fast flow, meant for a party.",Hip-Hop
"Create a uplifting hip-hop beat with strong 808 bass elements and a medium flow, meant for meditation.",Hip-Hop
"Create a emotional hip-hop beat with strong drum kit elements and a medium flow, meant for study.",Hip-Hop
"Create a calm hip-hop beat with strong 808 bass elements and a slow flow, meant for a party.",Hip-Hop
"Create a dark hip-hop beat with strong drum kit elements and a medium flow, meant for a party.",Hip-Hop
"Create a energetic hip-hop beat with strong sampler elements and a slow flow, meant for a party.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a slow flow, meant for workout.",Hip-Hop
"Create a romantic hip-hop beat with strong 808 bass elements and a medium flow, meant for relaxation.",Hip-Hop
"Create a emotional hip-hop beat with strong sampler elements and a slow flow, meant for meditation.",Hip-Hop
"Create a calm hip-hop beat with strong sampler elements and a medium flow, meant for meditation.",Hip-Hop
"Create a uplifting hip-hop beat with strong drum kit elements and a fast flow, meant for a party.",Hip-Hop
"Create a dark hip-hop beat with strong sampler elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a dark hip-hop beat with strong drum kit elements and a slow flow, meant for study.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a fast flow, meant for meditation.",Hip-Hop
"Create a calm hip-hop beat with strong 808 bass elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a calm hip-hop beat with strong drum kit elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a energetic hip-hop beat with strong sampler elements and a medium flow, meant for workout.",Hip-Hop
"Create a calm hip-hop beat with strong 808 bass elements and a fast flow, meant for workout.",Hip-Hop
"Create a dark hip-hop beat with strong drum kit elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a emotional hip-hop beat with strong sampler elements and a medium flow, meant for a rainy evening.",Hip-Hop
"Create a uplifting hip-hop beat with strong drum kit elements and a fast flow, meant for study.",Hip-Hop
"Create a emotional hip-hop beat with strong sampler elements and a fast flow, meant for study.",Hip-Hop
"Create a emotional hip-hop beat with strong 808 bass elements and a medium flow, meant for relaxation.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a slow flow, meant for study.",Hip-Hop
"Create a energetic hip-hop beat with strong drum kit elements and a slow flow, meant for study.",Hip-Hop
"Create a calm hip-hop beat with strong 808 bass elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a romantic hip-hop beat with strong 808 bass elements and a medium flow, meant for relaxation.",Hip-Hop
"Create a romantic hip-hop beat with strong drum kit elements and a fast flow, meant for workout.",Hip-Hop
"Create a energetic hip-hop beat with strong drum kit elements and a fast flow, meant for a party.",Hip-Hop
"Create a dark hip-hop beat with strong 808 bass elements and a slow flow, meant for a party.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a fast flow, meant for relaxation.",Hip-Hop
"Create a romantic hip-hop beat with strong sampler elements and a medium flow, meant for study.",Hip-Hop
"Create a uplifting hip-hop beat with strong 808 bass elements and a slow flow, meant for workout.",Hip-Hop
"Create a energetic hip-hop beat with strong 808 bass elements and a slow flow, meant for a rainy evening.",Hip-Hop
"Create a dark hip-hop beat with strong drum kit elements and a medium flow, meant for relaxation.",Hip-Hop
"Create a calm hip-hop beat with strong sampler elements and a medium flow, meant for meditation.",Hip-Hop
"Create a calm hip-hop beat with strong sampler elements and a fast flow, meant for a rainy evening.",Hip-Hop
"Create a uplifting hip-hop beat with strong drum kit elements and a fast flow, meant for workout.",Hip-Hop
